row_index_first,strand,ctcfloc,ctcfloc_next,deltactcfloc,Rad21,ctcf,ratio_first,Rad21_next,ctcf_next,ratio_second
14,right,9645,10035.0,390.0,4764.0,43432.05263157884,0.1096885758638117,75035.0,107170.00000000012,0.7001492955118029
38,right,10035,10115.0,80.0,75035.0,107170.00000000012,0.7001492955118029,6992.0,56136.66666666665,0.1245531738020307
36,right,10115,10239.0,124.0,6992.0,56136.66666666665,0.1245531738020307,97934.0,139145.31147540975,0.70382536760721
45,right,10239,10280.0,41.0,97934.0,139145.31147540975,0.70382536760721,61073.0,114630.45303867394,0.5327816333360842
121,left,10301,10327.0,26.0,9889.0,83281.46129032261,0.1187419126271876,145470.0,170925.4134790529,0.8510729741064954
16,right,10455,10472.0,17.0,4906.0,27145.03289473675,0.1807328810034797,13777.0,57405.84347826082,0.2399929896547422
202,left,10603,10625.0,22.0,26420.0,73856.91566265064,0.3577187019381661,92733.0,170672.22388059692,0.5433397297551852
192,left,10625,10642.0,17.0,92733.0,170672.22388059692,0.5433397297551852,1853.0,22050.80575539569,0.0840332104211921
161,left,10642,10716.0,74.0,1853.0,22050.80575539569,0.0840332104211921,139611.0,163228.1538461538,0.8553120078267045
185,left,10716,11163.0,447.0,139611.0,163228.1538461538,0.8553120078267045,152873.0,175718.35849056594,0.8699887781401482
67,right,11202,11303.0,101.0,88838.0,133374.86862106397,0.6660775070931898,105552.0,152440.08620689655,0.6924162969623453
226,left,11397,11760.0,363.0,1826.0,21507.78313253012,0.084899498416376,16874.0,66500.35897435897,0.2537429911695098
182,left,12296,12467.0,171.0,5031.0,28439.665369649745,0.1769008156252423,106102.0,150850.66350710893,0.7033578609019501
158,left,12467,12468.0,1.0,106102.0,150850.66350710893,0.7033578609019501,149616.0,155411.59436619724,0.9627080953011714
28,right,12733,13103.0,370.0,1151.0,21830.925925925923,0.0527233706854869,3658.0,19522.68789808916,0.1873717399517531
181,left,13288,13342.0,54.0,52821.0,105215.10749185672,0.5020286654565093,12200.0,62410.76470588233,0.1954790981570864
160,left,13342,13766.0,424.0,12200.0,62410.76470588233,0.1954790981570864,75310.0,143687.18518518508,0.5241246803111907
221,left,13766,13781.0,15.0,75310.0,143687.18518518508,0.5241246803111907,4157.0,33155.71875,0.1253780692056328
136,left,13781,13835.0,54.0,4157.0,33155.71875,0.1253780692056328,12736.0,40938.25080385841,0.311102691246389
165,left,13835,13873.0,38.0,12736.0,40938.25080385841,0.311102691246389,1354.0,14735.875,0.0918846013555353
205,left,13873,14006.0,133.0,1354.0,14735.875,0.0918846013555353,85373.0,122586.81395348842,0.6964289000315483
34,right,14306,14353.0,47.0,24144.0,64644.51135407903,0.3734887849604965,14000.0,47011.25418569261,0.297801031742326
209,left,14467,14548.0,81.0,2002.0,22039.743478260865,0.0908359029665973,15406.0,50791.739361702224,0.3033170392194989
150,left,14572,14955.0,383.0,8503.0,38493.71428571429,0.2208932070542129,72274.0,171014.74133333328,0.4226185382412571
229,left,14955,15041.0,86.0,72274.0,171014.74133333328,0.4226185382412571,10165.0,67503.75933609964,0.1505842059756806
173,left,15259,15275.0,16.0,41410.0,149477.6339869281,0.2770314119610786,63225.0,156200.275,0.4047688136272487
132,left,15275,15415.0,140.0,63225.0,156200.275,0.4047688136272487,31866.0,104409.0655487806,0.3052033827954526
188,left,15415,15430.0,15.0,31866.0,104409.0655487806,0.3052033827954526,98818.0,174110.03076923089,0.5675606371638373
105,right,15467,15508.0,41.0,2677.0,36272.92307692311,0.0738016066232917,18918.0,94465.7417218543,0.200263075853491
108,right,16123,16159.0,36.0,26146.0,88868.66153846156,0.2942094496234113,187533.0,174929.09677419355,1.0720514966248074
166,left,16183,16231.0,48.0,1521.0,15021.612188365643,0.1012541118041927,91205.0,125492.61290322585,0.726775846721218
219,left,16244,16331.0,87.0,104929.0,155904.75880758814,0.6730326951052179,67927.0,132209.71962616828,0.5137821953791906
22,right,16778,16883.0,105.0,81069.0,130428.17021276597,0.6215605100320972,9075.0,32957.655913978466,0.2753533207484875
178,left,17016,17163.0,147.0,35529.0,84393.37807606274,0.4209927462315602,90868.0,135502.2988505747,0.6706011689159959
97,right,17168,17188.0,20.0,23486.0,71841.15746421277,0.3269156682462891,95275.0,146608.56000000006,0.6498597353387822
114,right,17188,17267.0,79.0,95275.0,146608.56000000006,0.6498597353387822,10956.0,17219.449438202235,0.6362572763617836
120,left,17508,17538.0,30.0,71600.0,173317.31125827806,0.4131151093920527,86709.0,116562.42696629211,0.7438846483959602
84,right,18620,18843.0,223.0,120776.0,136784.91603053434,0.8829628551516551,48451.0,105691.7931034484,0.4584178068828618
144,left,19246,19301.0,55.0,124711.0,169142.21739130435,0.7373144441608309,91758.0,120722.76975945022,0.7600720243814415
104,right,19541,19977.0,436.0,97317.0,120762.29268292693,0.8058558498513704,134398.0,129201.23219814234,1.0402222773997072
17,right,19977,20127.0,150.0,134398.0,129201.23219814234,1.0402222773997072,142523.0,159197.82905982906,0.8952571831016465
123,left,20356,20418.0,62.0,1837.0,29471.75,0.0623308761780349,22370.0,79098.3741935484,0.2828123868293691
52,right,20426,20451.0,25.0,7057.0,51131.71084337348,0.1380161133590265,44333.0,102901.36440677971,0.4308300502678183
223,left,20817,21091.0,274.0,13775.0,40832.3687150837,0.3373549082130873,61821.0,114179.86163522003,0.5414352331018295
217,left,21091,21495.0,404.0,61821.0,114179.86163522003,0.5414352331018295,1322.0,14547.17345750872,0.0908767606202998
140,left,21495,21511.0,16.0,1322.0,14547.17345750872,0.0908767606202998,3279.0,38422.42962962964,0.0853407770307004
43,right,21631,21964.0,333.0,24168.0,52536.59782608702,0.4600221750179528,77493.0,121587.48878923769,0.6373435356850572
187,left,22178,22559.0,381.0,1402.0,24496.000000000025,0.0572338340953624,27573.0,95584.05405405397,0.2884686182530732
164,left,22559,22726.0,167.0,27573.0,95584.05405405397,0.2884686182530732,1092.0,34023.0835443037,0.0320958562905691
191,left,22726,22737.0,11.0,1092.0,34023.0835443037,0.0320958562905691,82521.0,142614.51707317078,0.5786297334489533
44,right,22928,22954.0,26.0,8417.0,78084.94587628858,0.107792864623806,16265.0,54792.54929577463,0.2968469291728007
23,right,22954,23010.0,56.0,16265.0,54792.54929577463,0.2968469291728007,10517.0,46911.10594315249,0.2241899820640477
27,right,23010,23168.0,158.0,10517.0,46911.10594315249,0.2241899820640477,1757.0,34503.51219512192,0.0509223521960295
154,left,23295,23303.0,8.0,3161.0,33682.00000000003,0.0938483462977257,46412.0,101046.0000000001,0.459315559250242
142,left,23303,23639.0,336.0,46412.0,101046.0000000001,0.459315559250242,61863.0,142482.12949640283,0.4341807651152618
37,right,24050,24082.0,32.0,19163.0,44715.758620689645,0.4285513785543476,26251.0,86589.5663716815,0.3031658558875195
102,right,24082,24128.0,46.0,26251.0,86589.5663716815,0.3031658558875195,11161.0,66311.4375,0.1683118391152356
33,right,24128,24153.0,25.0,11161.0,66311.4375,0.1683118391152356,1828.0,16148.904109589042,0.1131965356655101
117,right,24153,24182.0,29.0,1828.0,16148.904109589042,0.1131965356655101,7358.0,48515.87895716938,0.1516616859914207
126,left,24215,24372.0,157.0,75775.0,149594.5379310346,0.5065358738895497,2413.0,30047.95365677039,0.0803049694352914
133,left,24372,24463.0,91.0,2413.0,30047.95365677039,0.0803049694352914,21913.0,89308.33333333339,0.2453634412615469
131,left,24463,24534.0,71.0,21913.0,89308.33333333339,0.2453634412615469,74751.0,145378.4347826087,0.5141821764127447
57,right,24753,24790.0,37.0,95721.0,169177.243735763,0.5658030470664607,40992.0,154937.19999999995,0.2645717103445784
88,right,24790,24801.0,11.0,40992.0,154937.19999999995,0.2645717103445784,11834.0,82378.86746987958,0.1436533465858449
137,left,24859,25113.0,254.0,8508.0,51600.3703703704,0.164882537449487,15405.0,66311.43750000001,0.232312864579357
171,left,25113,25126.0,13.0,15405.0,66311.43750000001,0.232312864579357,49686.0,123245.50000000007,0.4031465651889924
195,left,25126,25195.0,69.0,49686.0,123245.50000000007,0.4031465651889924,2927.0,40748.15384615388,0.0718314751399779
145,left,25195,25353.0,158.0,2927.0,40748.15384615388,0.0718314751399779,136227.0,170384.2130092924,0.7995282989778546
141,left,25353,25385.0,32.0,136227.0,170384.2130092924,0.7995282989778546,2311.0,11907.777777777776,0.1940748343752916
96,right,25546,25639.0,93.0,131401.0,136331.90476190482,0.9638316154203498,807.0,12165.243243243249,0.0663365280795531
122,left,25669,25748.0,79.0,89076.0,142157.8529411764,0.6265992216192153,10929.0,62218.13888888892,0.1756561702933182
128,left,25748,25799.0,51.0,10929.0,62218.13888888892,0.1756561702933182,17782.0,28578.66666666661,0.622212372865542
9,right,26504,26606.0,102.0,3291.0,30098.80851063828,0.1093398763222408,103883.0,131756.05882352949,0.7884495098562267
98,right,26606,26759.0,153.0,103883.0,131756.05882352949,0.7884495098562267,24532.0,88818.97260273967,0.276202249149224
100,right,28047,28133.0,86.0,53361.0,99132.2499999999,0.5382809327943233,104491.0,158046.3076923076,0.6611416712336505
13,right,28133,28276.0,143.0,104491.0,158046.3076923076,0.6611416712336505,11975.0,47872.89340101527,0.2501415550484784
101,right,28276,28285.0,9.0,11975.0,47872.89340101527,0.2501415550484784,100756.0,157182.66666666677,0.6410121557084322
40,right,28285,28318.0,33.0,100756.0,157182.66666666677,0.6410121557084322,22484.0,107635.9565217392,0.2088893035986437
109,right,28318,28417.0,99.0,22484.0,107635.9565217392,0.2088893035986437,1507.0,13823.88273615634,0.1090142349123408
69,right,28417,28449.0,32.0,1507.0,13823.88273615634,0.1090142349123408,25048.0,88022.29333333329,0.2845642740202786
61,right,28449,28777.0,328.0,25048.0,88022.29333333329,0.2845642740202786,99288.0,137234.8664122137,0.7234896101532075
20,right,29066,29128.0,62.0,108829.0,136090.13970588235,0.7996832116948439,29777.0,109135.56331877728,0.2728441499222713
31,right,29128,29141.0,13.0,29777.0,109135.56331877728,0.2728441499222713,56140.0,124364.3076923076,0.4514156918631122
86,right,29141,29410.0,269.0,56140.0,124364.3076923076,0.4514156918631122,48749.0,113556.457142857,0.4292930690737602
147,left,29578,29580.0,2.0,1529.0,13283.042253521133,0.1151091723430064,74664.0,137107.7065217392,0.5445645755015354
113,right,29662,29718.0,56.0,120582.0,160086.73441108555,0.7532291819405746,2955.0,60099.25490196084,0.0491686628198711
63,right,29951,29980.0,29.0,27650.0,100239.24550898193,0.2758400650324371,53375.0,135502.2988505747,0.3939047562496289
95,right,4,75.0,71.0,37.07439046605498,988.9100729576384,0.0374901535335489,106.0477579313717,2315.122806458966,0.0458065367571468
165,left,247,291.0,44.0,381.09473159413625,3129.7373737560342,0.1217657221943769,653.6450772284063,4061.925019297953,0.1609200253877113
127,left,291,552.0,261.0,653.6450772284063,4061.925019297953,0.1609200253877113,13.334993911851278,366.5982421490551,0.0363749532285793
112,left,552,739.0,187.0,13.334993911851278,366.5982421490551,0.0363749532285793,384.29320140746495,2881.9664983336847,0.1333440904429868
42,right,760,777.0,17.0,234.00798074802736,2709.9087969406296,0.0863527145312832,125.20643138608452,1510.335384153484,0.0828997537234158
13,right,1280,1304.0,24.0,9.193591624241378,554.9279546093211,0.016567180564392,126.3422364119232,964.017599725294,0.1310580184925313
205,left,2242,2372.0,130.0,267.7392469870855,2763.41387235779,0.0968871328559431,343.61316574145985,3298.535572299485,0.1041714294752683
125,left,2372,3061.0,689.0,343.61316574145985,3298.535572299485,0.1041714294752683,74.95241656359958,964.017599725294,0.0777500499834837
107,right,3280,3287.0,7.0,44.24282029894248,963.8108325272382,0.0459040496390064,787.1611010440936,4614.913673802304,0.1705689762979983
204,left,3397,3563.0,166.0,438.1635765716532,3399.71246703274,0.1288825395737308,317.2699897412297,2858.455393366598,0.1109935073597769
170,left,3563,3838.0,275.0,317.2699897412297,2858.455393366598,0.1109935073597769,34.83492583963721,515.9530815431145,0.0675156852158974
178,left,4048,4548.0,500.0,14.74403505239643,741.6825547182274,0.0198791719700051,295.43788841909475,2282.100168363779,0.1294587733328629
160,left,4548,4802.0,254.0,295.43788841909475,2282.100168363779,0.1294587733328629,16.147718622064986,539.4054943405289,0.0299361404203103
82,right,4805,4871.0,66.0,183.3842935350572,1342.6078362782523,0.1365881298916024,728.463554520091,4413.011200573453,0.1650717665129492
8,right,4871,4873.0,2.0,728.463554520091,4413.011200573453,0.1650717665129492,257.854528719763,3158.132168477613,0.0816477952675623
21,right,5472,5822.0,350.0,126.3261636992934,1190.1417738501775,0.1061437943570545,199.15162462488377,2156.4887725420704,0.0923499473591618
41,right,5822,6275.0,453.0,199.15162462488377,2156.4887725420704,0.0923499473591618,307.80316200228185,3158.60829273036,0.0974489817907148
32,right,6553,6622.0,69.0,272.94144830826167,2410.4683028342392,0.1132317101981121,235.97956683061523,3103.6562289747358,0.0760327656869939
206,left,7600,7673.0,73.0,49.49859732888467,1805.8357854009048,0.0274103535487839,276.2845725352585,3977.374579148293,0.0694640565119771
140,left,7673,7711.0,38.0,276.2845725352585,3977.374579148293,0.0694640565119771,876.9164859397322,4398.944807294316,0.1993470080564848
55,right,7894,8047.0,153.0,14.058265980191946,465.3694460977112,0.0302088289166285,227.10742945896973,1971.314158593182,0.1152061067836309
69,right,8047,8350.0,303.0,227.10742945896973,1971.314158593182,0.1152061067836309,56.184845782878405,1223.1256165528664,0.0459354664987101
35,right,8350,8471.0,121.0,56.184845782878405,1223.1256165528664,0.0459354664987101,109.66947584395164,1958.334233147636,0.0560014087419998
80,right,8471,8534.0,63.0,109.66947584395164,1958.334233147636,0.0560014087419998,744.7130669888113,4131.747565096974,0.180241666572225
57,right,8534,8609.0,75.0,744.7130669888113,4131.747565096974,0.180241666572225,500.0220899128484,4617.392145163103,0.1082910167022831
29,right,8609,8710.0,101.0,500.0220899128484,4617.392145163103,0.1082910167022831,56.12591250323583,1267.8334268687668,0.0442691534343378
50,right,8710,8720.0,10.0,56.12591250323583,1267.8334268687668,0.0442691534343378,51.86128608546419,1772.3323385474544,0.0292616034574915
67,right,8720,9509.0,789.0,51.86128608546419,1772.3323385474544,0.0292616034574915,55.311561729993,1108.055864880242,0.0499176652397133
93,right,9693,9756.0,63.0,321.4274647414694,3353.6950300302465,0.0958427829195222,440.7995014429392,3545.6044079212816,0.1243228095210349
33,right,9756,10218.0,462.0,440.7995014429392,3545.6044079212816,0.1243228095210349,465.7497090152539,3424.2856257637595,0.1360136857483587
102,right,10391,10394.0,3.0,94.9897316420744,1825.6801346910229,0.0520297777453499,398.1478796943462,3770.524120537986,0.1055948369420688
87,right,10394,10447.0,53.0,398.1478796943462,3770.524120537986,0.1055948369420688,17.717486888908066,858.2062478535103,0.0206447889807629
51,right,10447,10611.0,164.0,17.717486888908066,858.2062478535103,0.0206447889807629,86.05866099078628,1843.8641997775867,0.0466729930551105
94,right,10611,10786.0,175.0,86.05866099078628,1843.8641997775867,0.0466729930551105,631.1379219758201,3929.127957434902,0.160630534004765
85,right,10786,10795.0,9.0,631.1379219758201,3929.127957434902,0.160630534004765,696.6824440801144,4450.095328309364,0.1565544988773962
214,left,10796,11096.0,300.0,632.9594960738632,3512.7541855366376,0.180188952213053,811.4576849694635,4073.523611785762,0.1992028922139313
193,left,11353,11373.0,20.0,15.815549227715938,878.721221386899,0.0179983694973862,470.2125655554597,3072.6848695469434,0.1530298698104993
18,right,11417,11468.0,51.0,720.8397311626926,4027.374701267888,0.1789850174446792,462.8298328875083,4450.095328309364,0.1040044760262117
27,right,11468,11472.0,4.0,462.8298328875083,4450.095328309364,0.1040044760262117,6.734466591883108,1608.627052011088,0.0041864685686242
58,right,11472,11598.0,126.0,6.734466591883108,1608.627052011088,0.0041864685686242,121.47220448509604,3332.491478733952,0.0364508672446012
74,right,11598,11956.0,358.0,121.47220448509604,3332.491478733952,0.0364508672446012,605.8073268712668,3280.2870712741137,0.1846811921360169
98,right,11956,11997.0,41.0,605.8073268712668,3280.2870712741137,0.1846811921360169,14.631526063987884,388.1703090114085,0.0376935734761667
22,right,12459,12710.0,251.0,62.9353850873913,1077.9437772753677,0.0583846638518272,270.5305414137928,1806.258005598563,0.1497740303850687
88,right,13088,13191.0,103.0,10.024015110113998,411.0006742243443,0.0243892911587838,28.77015560732879,706.7556754101655,0.0407073570235315
191,left,13352,13529.0,177.0,26.1395883069194,593.346043774582,0.0440545421700832,45.63578872685785,1598.6525531750422,0.0285464084339162
124,left,13529,13584.0,55.0,45.63578872685785,1598.6525531750422,0.0285464084339162,382.4501970259154,3133.8699495136366,0.1220376732880284
173,left,13584,13587.0,3.0,382.4501970259154,3133.8699495136366,0.1220376732880284,577.2086135319892,4106.618928923316,0.1405556793854557
119,left,13587,13682.0,95.0,577.2086135319892,4106.618928923316,0.1405556793854557,124.67067429842476,1282.9103649180138,0.0971780084623386
134,left,13682,13690.0,8.0,124.67067429842476,1282.9103649180138,0.0971780084623386,51.234450292902274,504.9753564038995,0.1014593081487384
182,left,14037,14317.0,280.0,25.06271656072329,923.495787976006,0.0271389614192528,217.8602621259624,2438.0060214500154,0.0893600180677113
175,left,15106,15293.0,187.0,459.8670961927498,3548.297681133356,0.1296021747662007,172.31555210400668,1782.961018238889,0.0966457204287116
84,right,15332,15395.0,63.0,458.6455700328856,3484.7307332792893,0.1316157847298805,395.3726579802687,3545.6044079212816,0.1115106516386773
213,left,15464,15613.0,149.0,609.4719053508595,3727.71306311912,0.1634975372382581,14.33150209489842,606.8311811330937,0.023616950711297
126,left,15613,15885.0,272.0,14.33150209489842,606.8311811330937,0.023616950711297,89.69109404511941,1957.4302475037764,0.0458208378865599
216,left,15885,16022.0,137.0,89.69109404511941,1957.4302475037764,0.0458208378865599,259.93326621988285,2477.0757167288384,0.1049355352621776
207,left,16022,16252.0,230.0,259.93326621988285,2477.0757167288384,0.1049355352621776,403.9769168080843,3780.85618591245,0.1068479986922831
86,right,17024,17141.0,117.0,216.99769321483015,1977.8201459152708,0.1097155844342007,480.5044592094036,4052.765388281741,0.1185621207185457
200,left,17209,17471.0,262.0,187.9650166345481,1503.1433108956055,0.1250479679961816,6.680890883117132,327.4961929924641,0.0203999039563518
16,right,17544,17678.0,134.0,400.0873203516745,3321.4479624338005,0.1204556942865693,164.40241991927212,2039.6270254751253,0.0806041584396907
133,left,18133,18173.0,40.0,102.61355499947268,3768.893325263437,0.0272264418607019,184.20400187917664,4578.789104927139,0.0402298506565761
115,left,18173,18189.0,16.0,184.20400187917664,4578.789104927139,0.0402298506565761,533.3515383361618,3722.706441669218,0.1432698351839456
120,left,18189,18268.0,79.0,533.3515383361618,3722.706441669218,0.1432698351839456,428.6806761200756,4161.128099198365,0.1030203026440498
176,left,18268,18356.0,88.0,428.6806761200756,4161.128099198365,0.1030203026440498,380.9393620387149,3544.6646770949037,0.1074683776156002
215,left,18663,18719.0,56.0,299.2042607453428,2496.235558611126,0.1198621899736963,94.82900451577646,1605.524589037106,0.0590641869724642
9,right,18811,18982.0,171.0,1106.3758890135282,5075.002331859189,0.2180050011145937,255.52934295931968,3022.010906181098,0.0845560624671043
118,left,19322,19324.0,2.0,164.73458931362117,2559.327125436136,0.0643663671112572,639.4100114092867,3718.6664494628153,0.1719460511177746
219,left,19324,19399.0,75.0,639.4100114092867,3718.6664494628153,0.1719460511177746,61.10845341847154,969.8925715546025,0.0630053834936824
185,left,19399,19413.0,14.0,61.10845341847154,969.8925715546025,0.0630053834936824,22.56073096135224,498.6101208189768,0.0452472383117611
172,left,19855,19976.0,121.0,9.568621585603209,419.9064309789351,0.0227875090250361,23.04291234024602,579.5472985705221,0.0397601928213319
156,left,19976,20179.0,203.0,23.04291234024602,579.5472985705221,0.0397601928213319,575.8638632419631,4154.955500333639,0.1385968786418342
158,left,20179,20290.0,111.0,575.8638632419631,4154.955500333639,0.1385968786418342,217.345935321809,2881.9664983336856,0.0754158438161843
177,left,20290,20383.0,93.0,217.345935321809,2881.9664983336856,0.0754158438161843,145.5116250083892,2468.319542102261,0.0589516967014964
189,left,20383,20507.0,124.0,145.5116250083892,2468.319542102261,0.0589516967014964,27.018229930681397,837.0085257008201,0.0322795158007013
34,right,20558,20849.0,291.0,11.272329124361224,370.8412773591137,0.0303966408611125,308.853245894095,2735.787147942681,0.1128937410669369
30,right,21133,21188.0,55.0,567.58641623762,4095.304129013631,0.1385944482649022,176.4194513954804,2881.9664983336856,0.0612149556552734
47,right,21188,21240.0,52.0,176.4194513954804,2881.9664983336856,0.0612149556552734,148.01896817863684,2568.340732338548,0.0576321382575517
43,right,21240,21443.0,203.0,148.01896817863684,2568.340732338548,0.0576321382575517,420.7086106556984,3222.973711865772,0.1305342979084217
36,right,21443,21808.0,365.0,420.7086106556984,3222.973711865772,0.1305342979084217,448.5465489304992,3732.338017291724,0.1201784369080203
149,left,21943,21982.0,39.0,67.36073863146088,1396.108338293135,0.0482489336850572,395.18514299958775,3751.649873193545,0.105336360363285
163,left,21982,22072.0,90.0,395.18514299958775,3751.649873193545,0.105336360363285,16.753124131120508,744.4193907134969,0.0225049539817377
11,right,22141,22196.0,55.0,265.58014592381664,2795.319139560252,0.0950088818715692,343.8917594270429,3390.548821569037,0.1014265764997599
194,left,22275,22294.0,19.0,508.2298884957958,3268.26673292229,0.1555044095318887,291.6661585219701,2253.212824460438,0.1294445670447546
203,left,22294,22761.0,467.0,291.6661585219701,2253.212824460438,0.1294445670447546,23.65367542017814,517.6844677227895,0.045691298261713
137,left,23075,23146.0,71.0,8.03635631489631,437.7142945878064,0.0183598214960379,401.5231493466026,2590.2416124169577,0.1550137822749056
132,left,23146,23149.0,3.0,401.5231493466026,2590.2416124169577,0.1550137822749056,194.742343793444,1898.7073400786628,0.1025657507519699
135,left,23149,23156.0,7.0,194.742343793444,1898.7073400786628,0.1025657507519699,22.38928869330112,693.5213498663953,0.0322834887456807
136,left,23156,23173.0,17.0,22.38928869330112,693.5213498663953,0.0322834887456807,7.141641978504521,400.4175755533988,0.0178354857891399
99,right,23183,23239.0,56.0,81.41364704077623,1468.67832617471,0.0554332732973765,287.101508135109,3196.6244424756105,0.0898139626038661
143,left,23334,23761.0,427.0,73.29156959185435,1727.463165419668,0.0424272835791835,27.821865562171027,788.3618763438509,0.0352907292919835
130,left,23761,23804.0,43.0,27.821865562171027,788.3618763438509,0.0352907292919835,141.97562822983485,1194.5250386220937,0.1188552969920214
210,left,23804,23843.0,39.0,141.97562822983485,1194.5250386220937,0.1188552969920214,143.54539649667788,932.9340310921116,0.1538644659887052
209,left,24433,24496.0,63.0,294.39851966903484,3832.02653271084,0.0768258040898199,270.7823472449929,3271.0102413214117,0.0827824822509889
162,left,24496,24754.0,258.0,270.7823472449929,3271.0102413214117,0.0827824822509889,840.4635736953625,4509.429932686823,0.1863791180351248
201,left,25000,25027.0,27.0,360.3127141638144,3972.401479507795,0.0907040026096403,872.2500417062157,3976.285596067655,0.2193630262798092
83,right,25795,25916.0,121.0,612.488217754384,3774.340111788312,0.1622769012896885,386.4469448998572,3887.840384771748,0.0993988710065177
3,right,25916,25960.0,44.0,386.4469448998572,3887.840384771748,0.0993988710065177,197.1853961131725,2352.24044079901,0.0838287586137208
14,right,26233,26295.0,62.0,77.40082645420466,1251.5893110870086,0.0618420321814524,65.66238866357945,1662.142011876678,0.0395046802225051
101,right,26295,26723.0,428.0,65.66238866357945,1662.142011876678,0.0395046802225051,122.1633311281771,1636.8166724816042,0.0746347060009862
45,right,26723,26864.0,141.0,122.1633311281771,1636.8166724816042,0.0746347060009862,146.1545335135809,1390.6547900966764,0.1050976378569266
70,right,26968,26972.0,4.0,71.67358318712189,692.2370510703475,0.1035390739000449,136.24302739187544,1817.45635030052,0.0749635760822247
10,right,26972,27005.0,33.0,136.24302739187544,1817.45635030052,0.0749635760822247,364.9202251176882,2868.594104762612,0.1272122202690948
60,right,27005,27708.0,703.0,364.9202251176882,2868.594104762612,0.1272122202690948,72.19326756215185,570.5250420909445,0.1265382975961358
78,right,27708,27952.0,244.0,72.19326756215185,570.5250420909445,0.1265382975961358,43.51954823060182,1034.491098364504,0.0420685574766228
0,right,27952,27985.0,33.0,43.51954823060182,1034.491098364504,0.0420685574766228,655.3809301924239,3854.5837880246554,0.1700263805987428
106,right,27985,28017.0,32.0,655.3809301924239,3854.5837880246554,0.1700263805987428,49.643251742552806,1372.666220672543,0.0361655666868744
75,right,28017,28166.0,149.0,49.643251742552806,1372.666220672543,0.0361655666868744,516.866292748871,4205.584595984676,0.122899987136712
117,left,28172,28365.0,193.0,861.1330821372758,4056.9142149647614,0.2122630739789393,5.845109826367916,527.4187055774062,0.0110824848731309
157,left,28646,28818.0,172.0,426.80552631326645,3608.6543013190944,0.1182727661547556,85.35681920595201,1912.1118354197515,0.0446400768118326
159,left,28818,28922.0,104.0,85.35681920595201,1912.1118354197515,0.0446400768118326,182.02347053240143,2882.766156074622,0.0631419479338752
